production_id,production_date,machine_id,product_id,location_id,shift,units_produced,defect_count,defect_rate,production_hours,production_status
PROD_0167385,2022-12-28,MACH_000087,PROD_02570,LOC_00148,Morning,452,18,0.0398,8.87,Completed
PROD_0055455,2024-11-29,MACH_000791,PROD_03547,LOC_00143,Night,474,2,0.0042,2.28,Completed
PROD_0041522,2021-06-07,MACH_000547,PROD_00273,LOC_00099,Night,402,14,0.0348,3.89,Completed
PROD_0282453,2021-05-21,MACH_001453,PROD_02165,LOC_00141,Night,129,1,0.0078,5.72,Completed
PROD_0212530,2025-01-15,MACH_000780,PROD_04966,LOC_00088,Night,340,4,0.0118,8.72,Completed
PROD_0126274,2023-03-08,MACH_001245,PROD_01772,LOC_00209,Morning,268,3,0.0112,4.58,Completed
PROD_0011360,2022-11-22,MACH_000361,PROD_02795,LOC_00056,Evening,114,3,0.0263,10.24,Completed
PROD_0074634,2023-02-12,MACH_000670,PROD_01580,LOC_00026,Morning,342,11,0.0322,9.39,Completed
PROD_0193732,2023-06-26,MACH_000953,PROD_04434,LOC_00168,Morning,233,0,0.0,2.86,UNKNOWN
PROD_0163698,2025-05-24,MACH_000171,PROD_03199,LOC_00173,Morning,80,3,0.0375,6.79,Completed
PROD_0052012,2024-12-11,MACH_001098,PROD_04638,LOC_00076,Morning,155,4,0.0258,10.53,In Progress
PROD_0273984,2026-06-24,MACH_001024,PROD_02420,LOC_00183,Night,188,5,0.0266,3.65,Completed
PROD_0072342,2022-05-21,MACH_000309,PROD_02466,LOC_00107,Night,381,12,0.0315,9.35,Completed
PROD_0020756,2025-10-31,MACH_000280,PROD_03205,LOC_00091,Night,122,3,0.0246,5.25,Completed
PROD_0109050,2024-09-15,MACH_000417,PROD_03297,LOC_00115,Evening,286,3,0.0105,5.48,Completed
PROD_0047981,2022-04-26,MACH_000419,PROD_01239,LOC_00007,Evening,391,18,0.046,2.97,Completed
PROD_0265151,2022-04-05,MACH_001442,PROD_02805,LOC_00170,Morning,252,11,0.0437,5.85,Completed
PROD_0182124,2021-06-09,MACH_000696,PROD_01259,LOC_00063,Morning,177,3,0.0169,5.75,Completed
PROD_0226835,2024-05-03,MACH_000879,PROD_01143,LOC_00161,Evening,261,7,0.0268,8.51,Completed
PROD_0083245,2021-12-15,MACH_000628,PROD_03942,LOC_00199,Evening,257,3,0.0117,5.7,Completed
PROD_0245345,2026-01-10,MACH_001383,PROD_02693,LOC_00096,Night,459,16,0.0349,10.87,Completed
PROD_0029865,2025-12-21,MACH_000140,PROD_00291,LOC_00027,Evening,301,10,0.0332,6.65,Completed
PROD_0096751,2022-12-20,MACH_001450,PROD_03143,LOC_00001,Night,368,11,0.0299,4.01,UNKNOWN
PROD_0273842,2024-07-31,MACH_000495,PROD_01030,LOC_00069,Night,289,9,0.0311,5.62,Completed
PROD_0225092,2022-02-26,MACH_000585,PROD_03513,LOC_00076,Morning,258,7,0.0271,4.8,Completed
PROD_0259018,2022-04-11,MACH_000442,PROD_00238,LOC_00030,Evening,327,4,0.0122,11.59,Completed
PROD_0038181,2024-03-10,MACH_000329,PROD_01892,LOC_00128,Night,465,6,0.0129,8.13,Completed
PROD_0041960,2022-01-02,MACH_001177,PROD_00388,LOC_00144,Night,126,4,0.0317,7.88,Completed
PROD_0173521,2022-10-16,MACH_001368,PROD_03939,LOC_00099,Night,114,4,0.0351,4.95,Completed
PROD_0241322,2023-04-16,MACH_000159,PROD_02509,LOC_00237,Night,333,0,0.0,7.34,In Progress
PROD_0164889,2022-08-13,MACH_000193,PROD_02305,LOC_00159,Night,169,3,0.0178,7.92,Completed
PROD_0142410,2025-01-27,MACH_000308,PROD_01938,LOC_00188,Evening,447,18,0.0403,7.41,Completed
PROD_0041428,2023-02-23,MACH_001013,PROD_00579,LOC_00128,Night,125,2,0.016,9.74,In Progress
PROD_0124279,2024-04-29,MACH_000888,PROD_00106,LOC_00145,Morning,357,9,0.0252,3.93,Completed
PROD_0152945,2023-12-11,MACH_000164,PROD_02107,LOC_00044,Evening,92,1,0.0109,7.57,Completed
PROD_0228160,2025-04-11,MACH_001223,PROD_03823,LOC_00241,Night,321,1,0.0031,6.34,Completed
PROD_0235774,2024-02-04,MACH_000899,PROD_04518,LOC_00050,Evening,328,4,0.0122,4.41,Completed
PROD_0229368,2024-12-29,MACH_000757,PROD_03719,LOC_00248,Night,136,3,0.0221,4.95,Completed
PROD_0067698,2024-07-25,MACH_001116,PROD_01152,LOC_00139,Morning,278,8,0.0288,4.66,Completed
PROD_0296052,2021-07-23,MACH_001415,PROD_00719,LOC_00079,Morning,396,13,0.0328,10.99,Completed
PROD_0168237,2025-03-05,MACH_000085,PROD_01404,LOC_00230,Evening,266,9,0.0338,2.4,Completed
PROD_0059036,2023-07-20,MACH_000576,PROD_04700,LOC_00001,Morning,161,2,0.0124,6.38,Completed
PROD_0142733,2022-06-09,MACH_000975,PROD_04068,LOC_00161,Night,200,5,0.025,9.77,Completed
PROD_0156943,2025-01-02,MACH_000902,PROD_01194,LOC_00118,Night,238,3,0.0126,7.42,Completed
PROD_0276623,2025-04-07,MACH_000754,PROD_04471,LOC_00082,Morning,288,0,0.0,7.0,Completed
PROD_0025086,2024-11-13,MACH_000504,PROD_01626,LOC_00004,Night,172,4,0.0233,10.02,Completed
PROD_0168869,2022-04-14,MACH_000516,PROD_00901,LOC_00123,Night,149,6,0.0403,10.31,Completed
PROD_0294505,2026-05-30,MACH_000433,PROD_04206,LOC_00213,Morning,441,6,0.0136,11.48,Completed
PROD_0107582,2022-03-24,MACH_000610,PROD_01870,LOC_00156,Evening,71,0,0.0,6.6,Completed
PROD_0024073,2026-06-25,MACH_001206,PROD_04210,LOC_00043,Morning,69,1,0.0145,6.36,Completed
PROD_0073437,2025-08-03,MACH_000409,PROD_00183,LOC_00057,Evening,435,2,0.0046,3.06,Completed
PROD_0203490,2025-10-11,MACH_001115,PROD_02203,LOC_00007,Night,346,11,0.0318,6.54,Completed
PROD_0154999,2021-02-10,MACH_000710,PROD_00945,LOC_00195,Evening,407,10,0.0246,2.96,Completed
PROD_0219233,2024-10-03,MACH_000838,PROD_04742,LOC_00223,Evening,79,0,0.0,4.65,Completed
PROD_0290009,2022-06-24,MACH_000733,PROD_02844,LOC_00016,Night,373,4,0.0107,3.95,In Progress
PROD_0292123,2021-02-02,MACH_000351,PROD_02244,LOC_00012,Night,385,12,0.0312,10.31,Completed
PROD_0107828,2025-07-22,MACH_001408,PROD_02223,LOC_00173,Night,154,6,0.039,6.26,In Progress
PROD_0001745,2026-01-21,MACH_001452,PROD_04447,LOC_00013,Evening,127,2,0.0157,2.04,Completed
PROD_0216296,2022-11-23,MACH_001056,PROD_00291,LOC_00115,Morning,310,6,0.0194,2.06,Completed
PROD_0025368,2026-02-03,MACH_001411,PROD_00639,LOC_00053,Morning,218,1,0.0046,8.86,Completed
PROD_0150155,2025-04-21,MACH_001009,PROD_01929,LOC_00117,Night,356,9,0.0253,7.45,Completed
PROD_0286427,2026-06-12,MACH_001057,PROD_03630,LOC_00035,Morning,265,0,0.0,4.39,Completed
PROD_0098714,2023-07-29,MACH_000936,PROD_04148,LOC_00217,Morning,304,9,0.0296,9.66,Completed
PROD_0236509,2024-07-14,MACH_000105,PROD_01331,LOC_00227,Morning,404,0,0.0,10.62,Completed
PROD_0125348,2025-11-27,MACH_001077,PROD_00297,LOC_00053,Evening,460,15,0.0326,10.45,Completed
PROD_0297248,2021-03-23,MACH_001389,PROD_03919,LOC_00151,Morning,312,11,0.0353,2.98,Completed
PROD_0291372,2024-03-18,MACH_001480,PROD_01361,LOC_00138,Night,466,18,0.0386,7.96,Completed
PROD_0136958,2021-02-02,MACH_000520,PROD_01769,LOC_00040,Morning,427,2,0.0047,10.39,Completed
PROD_0160646,2021-07-08,MACH_001057,PROD_02012,LOC_00078,Morning,152,2,0.0132,3.91,Completed
PROD_0119710,2025-06-15,MACH_000916,PROD_01969,LOC_00077,Evening,265,0,0.0,3.73,UNKNOWN
PROD_0047179,2022-05-09,MACH_000303,PROD_04295,LOC_00205,Morning,489,0,0.0,10.77,Completed
PROD_0135442,2021-12-02,MACH_001064,PROD_00765,LOC_00208,Evening,200,4,0.02,5.76,Completed
PROD_0022215,2023-03-05,MACH_000562,PROD_03082,LOC_00047,Night,195,8,0.041,2.58,Completed
PROD_0068715,2024-06-21,MACH_001252,PROD_02745,LOC_00091,Morning,449,9,0.02,4.85,Completed
PROD_0216321,2022-10-25,MACH_001433,PROD_04376,LOC_00239,Evening,496,15,0.0302,2.28,Completed
PROD_0249072,2023-10-18,MACH_001073,PROD_02702,LOC_00017,Evening,249,8,0.0321,2.08,Completed
PROD_0296337,2023-11-01,MACH_000727,PROD_04215,LOC_00076,Morning,280,7,0.025,10.41,Completed
PROD_0105503,2022-04-06,MACH_001462,PROD_03730,LOC_00127,Evening,206,0,0.0,11.37,Completed
PROD_0085711,2021-10-17,MACH_001386,PROD_00508,LOC_00076,Morning,221,5,0.0226,6.14,Completed
PROD_0038224,2026-05-11,MACH_001369,PROD_03206,LOC_00227,Night,328,6,0.0183,7.87,Completed
PROD_0034434,2026-04-16,MACH_001179,PROD_03584,LOC_00200,Evening,371,13,0.035,2.02,Completed
PROD_0271813,2023-12-10,MACH_000544,PROD_04818,LOC_00007,Night,99,3,0.0303,6.67,Completed
PROD_0252840,2025-12-21,MACH_000938,PROD_00731,LOC_00182,Night,350,3,0.0086,6.73,In Progress
PROD_0177258,2024-09-26,MACH_000452,PROD_03104,LOC_00019,Night,122,5,0.041,8.28,In Progress
PROD_0154243,2021-08-24,MACH_000690,PROD_00678,LOC_00093,Evening,340,13,0.0382,4.43,Completed
PROD_0112113,2022-11-11,MACH_000670,PROD_04058,LOC_00233,Evening,73,0,0.0,7.05,Completed
PROD_0222379,2022-07-15,MACH_000766,PROD_02160,LOC_00143,Evening,87,3,0.0345,9.11,Completed
PROD_0139596,2022-03-29,MACH_000609,PROD_03031,LOC_00016,Evening,402,15,0.0373,4.37,In Progress
PROD_0252808,2024-03-24,MACH_001017,PROD_01210,LOC_00184,Morning,494,18,0.0364,10.71,Completed
PROD_0166792,2024-08-06,MACH_001386,PROD_04348,LOC_00018,Morning,221,1,0.0045,10.82,Completed
PROD_0056648,2021-06-28,MACH_001243,PROD_01547,LOC_00085,Evening,177,6,0.0339,6.15,Completed
PROD_0158310,2025-10-08,MACH_001335,PROD_00518,LOC_00024,Morning,413,18,0.0436,7.61,Completed
PROD_0126886,2022-03-01,MACH_001403,PROD_02769,LOC_00083,Morning,158,4,0.0253,8.43,Completed
PROD_0088103,2025-08-24,MACH_000568,PROD_00157,LOC_00036,Evening,82,3,0.0366,4.29,Completed
PROD_0134479,2026-04-23,MACH_000844,PROD_00807,LOC_00096,Morning,477,10,0.021,3.38,Completed
PROD_0068243,2025-09-07,MACH_000180,PROD_03924,LOC_00248,Evening,253,0,0.0,11.65,Completed
PROD_0126290,2025-06-17,MACH_001009,PROD_00678,LOC_00087,Morning,320,7,0.0219,8.93,UNKNOWN
PROD_0003798,2026-03-20,MACH_001363,PROD_00351,LOC_00137,Morning,373,2,0.0054,4.29,Completed
PROD_0090779,2026-03-26,MACH_000876,PROD_00079,LOC_00239,Night,339,2,0.0059,7.91,Completed
PROD_0095675,2023-10-21,MACH_001364,PROD_03237,LOC_00215,Morning,364,3,0.0082,4.39,UNKNOWN
PROD_0047454,2022-03-09,MACH_000092,PROD_04940,LOC_00011,Evening,308,2,0.0065,8.47,Completed
PROD_0060350,2025-03-12,MACH_000486,PROD_00758,LOC_00034,Night,284,2,0.007,5.51,UNKNOWN
PROD_0061668,2025-02-22,MACH_001105,PROD_04683,LOC_00155,Night,157,0,0.0,11.76,Completed
PROD_0201404,2022-04-29,MACH_000339,PROD_02604,LOC_00147,Evening,323,6,0.0186,9.95,Completed
PROD_0237241,2022-08-31,MACH_000696,PROD_01925,LOC_00004,Night,422,9,0.0213,7.94,UNKNOWN
PROD_0097941,2021-04-22,MACH_000136,PROD_03785,LOC_00135,Night,79,0,0.0,5.84,Completed
PROD_0284290,2023-04-10,MACH_001362,PROD_01372,LOC_00177,Night,212,4,0.0189,6.68,Completed
PROD_0285151,2025-10-03,MACH_001315,PROD_00177,LOC_00238,Night,129,0,0.0,3.13,Completed
PROD_0266416,2021-07-14,MACH_000825,PROD_03792,LOC_00198,Evening,411,7,0.017,6.35,Completed
PROD_0259437,2021-08-18,MACH_001385,PROD_00329,LOC_00225,Night,171,5,0.0292,3.94,Completed
PROD_0094330,2022-07-07,MACH_001203,PROD_00304,LOC_00243,Night,289,6,0.0208,2.48,In Progress
PROD_0019011,2022-08-15,MACH_000604,PROD_01473,LOC_00008,Night,91,3,0.033,6.77,Completed
PROD_0058498,2024-10-20,MACH_000192,PROD_00962,LOC_00033,Evening,340,0,0.0,5.93,Completed
PROD_0183584,2025-03-13,MACH_000129,PROD_01379,LOC_00156,Evening,458,14,0.0306,7.88,Completed
PROD_0286444,2021-02-27,MACH_001083,PROD_04082,LOC_00055,Night,412,11,0.0267,7.15,In Progress
PROD_0289664,2021-08-12,MACH_000041,PROD_04825,LOC_00221,Morning,486,9,0.0185,11.78,UNKNOWN
PROD_0044244,2022-06-11,MACH_001472,PROD_04909,LOC_00054,Morning,300,14,0.0467,7.43,UNKNOWN
PROD_0185885,2021-10-26,MACH_000501,PROD_01264,LOC_00177,Night,453,11,0.0243,4.17,Completed
PROD_0114070,2022-12-13,MACH_000012,PROD_01758,LOC_00116,Morning,260,3,0.0115,2.73,Completed
PROD_0119164,2023-03-04,MACH_001105,PROD_02399,LOC_00046,Morning,222,7,0.0315,9.74,Completed
PROD_0017696,2024-08-03,MACH_001358,PROD_02431,LOC_00012,Night,327,4,0.0122,10.75,Completed
PROD_0230962,2022-10-20,MACH_001244,PROD_03715,LOC_00203,Night,403,4,0.0099,3.84,Completed
PROD_0068213,2021-08-27,MACH_000983,PROD_00103,LOC_00202,Morning,129,3,0.0233,10.03,In Progress
PROD_0141022,2025-02-11,MACH_001438,PROD_02294,LOC_00022,Night,84,1,0.0119,9.39,Completed
PROD_0003463,2024-10-05,MACH_001296,PROD_03098,LOC_00237,Evening,388,15,0.0387,11.74,UNKNOWN
PROD_0190352,2025-08-28,MACH_001279,PROD_01016,LOC_00248,Evening,203,8,0.0394,5.53,Completed
PROD_0121060,2025-10-30,MACH_001056,PROD_03307,LOC_00153,Evening,459,11,0.024,3.39,Completed
PROD_0215147,2023-09-20,MACH_000030,PROD_02739,LOC_00119,Morning,484,7,0.0145,8.35,Completed
PROD_0061443,2021-04-14,MACH_001011,PROD_01733,LOC_00222,Evening,177,0,0.0,3.88,UNKNOWN
PROD_0050567,2021-06-23,MACH_000076,PROD_04443,LOC_00036,Evening,95,2,0.0211,10.84,In Progress
PROD_0046364,2023-11-24,MACH_000978,PROD_03408,LOC_00018,Morning,440,13,0.0295,9.8,Completed
PROD_0031868,2023-04-07,MACH_000470,PROD_04143,LOC_00213,Evening,428,10,0.0234,10.39,Completed
PROD_0179396,2021-08-11,MACH_001149,PROD_00067,LOC_00101,Morning,338,4,0.0118,2.4,Completed
PROD_0299068,2025-11-25,MACH_000041,PROD_03265,LOC_00221,Morning,199,5,0.0251,8.87,Completed
PROD_0137121,2025-03-27,MACH_001386,PROD_04305,LOC_00137,Morning,364,1,0.0027,3.83,Completed
PROD_0104582,2024-11-04,MACH_000934,PROD_01522,LOC_00017,Night,124,4,0.0323,3.19,Completed
PROD_0282401,2025-06-23,MACH_000346,PROD_02607,LOC_00136,Night,418,4,0.0096,8.81,UNKNOWN
PROD_0215130,2021-01-23,MACH_000017,PROD_03564,LOC_00037,Evening,257,9,0.035,3.71,Completed
PROD_0111878,2023-10-19,MACH_000296,PROD_01455,LOC_00058,Evening,289,10,0.0346,8.53,In Progress
PROD_0157077,2021-07-10,MACH_000817,PROD_01153,LOC_00106,Morning,398,5,0.0126,11.7,Completed
PROD_0085576,2024-12-03,MACH_000231,PROD_02203,LOC_00182,Night,288,7,0.0243,8.57,Completed
PROD_0200878,2023-11-22,MACH_000745,PROD_04766,LOC_00211,Morning,165,6,0.0364,3.64,Completed
PROD_0286941,2024-12-25,MACH_000139,PROD_02366,LOC_00229,Evening,478,6,0.0126,10.19,Completed
PROD_0226267,2026-03-08,MACH_000477,PROD_00550,LOC_00019,Night,415,14,0.0337,2.65,Completed
PROD_0115571,2024-11-08,MACH_001341,PROD_00972,LOC_00195,Evening,318,0,0.0,11.47,UNKNOWN
PROD_0295243,2026-06-07,MACH_001346,PROD_04101,LOC_00064,Night,190,1,0.0053,7.28,Completed
PROD_0279412,2025-11-27,MACH_000432,PROD_03144,LOC_00143,Evening,269,5,0.0186,4.98,Completed
PROD_0209811,2022-09-14,MACH_000058,PROD_02514,LOC_00096,Morning,308,10,0.0325,6.69,Completed
PROD_0162865,2026-03-14,MACH_000294,PROD_04163,LOC_00198,Evening,365,7,0.0192,7.97,Completed
PROD_0186114,2023-11-28,MACH_000306,PROD_01823,LOC_00017,Evening,174,1,0.0057,7.85,Completed
PROD_0219368,2025-05-15,MACH_001091,PROD_03271,LOC_00122,Night,416,1,0.0024,3.92,Completed
PROD_0076890,2021-06-27,MACH_000844,PROD_01906,LOC_00110,Night,453,14,0.0309,7.71,Completed
PROD_0201398,2024-09-01,MACH_001365,PROD_04736,LOC_00100,Evening,390,5,0.0128,5.62,Completed
PROD_0289860,2026-02-07,MACH_000198,PROD_02227,LOC_00169,Evening,109,2,0.0183,4.92,Completed
PROD_0052077,2023-10-19,MACH_001387,PROD_02809,LOC_00035,Evening,339,4,0.0118,3.35,Completed
PROD_0219264,2024-09-15,MACH_001197,PROD_04070,LOC_00158,Night,402,6,0.0149,7.69,UNKNOWN
PROD_0138053,2025-07-22,MACH_000843,PROD_02715,LOC_00122,Morning,182,1,0.0055,7.8,Completed
PROD_0177105,2024-11-03,MACH_000332,PROD_02359,LOC_00207,Evening,112,1,0.0089,5.44,Completed
PROD_0245925,2021-12-23,MACH_000500,PROD_01433,LOC_00065,Evening,368,17,0.0462,10.61,In Progress
PROD_0209385,2021-09-09,MACH_000653,PROD_01116,LOC_00205,Evening,391,12,0.0307,6.56,UNKNOWN
PROD_0139811,2023-11-20,MACH_000282,PROD_03499,LOC_00162,Night,109,0,0.0,8.75,Completed
PROD_0142457,2022-09-03,MACH_000336,PROD_03145,LOC_00089,Night,155,5,0.0323,8.13,Completed
PROD_0253321,2021-09-24,MACH_000685,PROD_04859,LOC_00125,Evening,306,2,0.0065,9.12,Completed
PROD_0221836,2023-05-20,MACH_001484,PROD_01157,LOC_00115,Night,141,4,0.0284,9.77,UNKNOWN
PROD_0242544,2024-01-05,MACH_000086,PROD_01416,LOC_00241,Morning,350,15,0.0429,10.92,Completed
PROD_0074051,2026-02-14,MACH_000753,PROD_04044,LOC_00096,Evening,397,12,0.0302,8.43,Completed
PROD_0068322,2021-11-15,MACH_001342,PROD_02742,LOC_00108,Morning,245,9,0.0367,2.93,Completed
PROD_0192888,2025-02-23,MACH_001281,PROD_01855,LOC_00242,Morning,459,1,0.0022,4.52,Completed
PROD_0085697,2024-08-10,MACH_000293,PROD_01692,LOC_00081,Evening,279,10,0.0358,6.28,Completed
PROD_0147500,2025-06-14,MACH_000772,PROD_02092,LOC_00218,Evening,209,5,0.0239,7.83,Completed
PROD_0073173,2022-08-13,MACH_000953,PROD_02277,LOC_00022,Evening,465,3,0.0065,3.27,Completed
PROD_0167300,2022-07-18,MACH_000684,PROD_04166,LOC_00105,Evening,65,0,0.0,2.14,Completed
PROD_0041294,2024-01-02,MACH_001260,PROD_01186,LOC_00163,Night,293,6,0.0205,5.12,Completed
PROD_0284793,2023-03-07,MACH_000450,PROD_04635,LOC_00221,Morning,254,4,0.0157,11.86,Completed
PROD_0118962,2023-06-15,MACH_000141,PROD_00772,LOC_00218,Night,453,2,0.0044,3.53,Completed
PROD_0208576,2023-01-20,MACH_000358,PROD_02320,LOC_00231,Night,97,1,0.0103,2.54,Completed
PROD_0212126,2024-07-29,MACH_000652,PROD_03391,LOC_00112,Night,222,1,0.0045,2.85,Completed
PROD_0266412,2023-05-14,MACH_001303,PROD_00630,LOC_00223,Night,460,10,0.0217,3.97,Completed
PROD_0258151,2022-04-20,MACH_001102,PROD_01881,LOC_00238,Evening,62,1,0.0161,9.91,Completed
PROD_0043487,2025-07-02,MACH_000546,PROD_02871,LOC_00242,Night,184,0,0.0,6.46,UNKNOWN
PROD_0102662,2024-01-20,MACH_000467,PROD_02589,LOC_00188,Morning,321,11,0.0343,10.63,Completed
PROD_0219386,2022-06-02,MACH_001148,PROD_03207,LOC_00135,Morning,112,2,0.0179,3.78,In Progress
PROD_0234092,2024-01-25,MACH_000234,PROD_00024,LOC_00210,Night,112,4,0.0357,2.35,Completed
PROD_0214554,2023-04-09,MACH_000436,PROD_01927,LOC_00193,Night,333,0,0.0,9.33,Completed
PROD_0155139,2021-02-14,MACH_001016,PROD_04944,LOC_00174,Night,335,8,0.0239,6.42,Completed
PROD_0179990,2022-05-30,MACH_001132,PROD_01346,LOC_00132,Evening,58,0,0.0,7.87,Completed
PROD_0083183,2021-03-22,MACH_000243,PROD_02192,LOC_00035,Night,312,2,0.0064,7.96,Completed
PROD_0157019,2021-05-28,MACH_001340,PROD_01675,LOC_00135,Evening,125,5,0.04,10.98,Completed
PROD_0200101,2022-12-17,MACH_000467,PROD_02416,LOC_00135,Night,178,6,0.0337,9.88,Completed
PROD_0222022,2024-10-09,MACH_000127,PROD_03959,LOC_00079,Morning,263,1,0.0038,7.71,Completed
PROD_0029204,2026-03-01,MACH_000371,PROD_02794,LOC_00143,Night,226,1,0.0044,4.53,Completed
PROD_0187268,2021-08-01,MACH_000107,PROD_02824,LOC_00081,Evening,410,18,0.0439,8.09,In Progress
PROD_0157689,2023-01-26,MACH_001403,PROD_04196,LOC_00175,Evening,60,2,0.0333,3.23,In Progress
PROD_0202132,2023-06-22,MACH_000323,PROD_02686,LOC_00121,Night,228,3,0.0132,3.46,Completed
PROD_0150614,2023-10-14,MACH_000887,PROD_04421,LOC_00162,Night,484,22,0.0455,4.24,Completed
PROD_0060952,2022-01-03,MACH_001005,PROD_03661,LOC_00168,Night,120,0,0.0,5.69,UNKNOWN
PROD_0297579,2026-06-13,MACH_000868,PROD_04520,LOC_00218,Morning,311,4,0.0129,11.64,Completed
PROD_0156156,2022-12-06,MACH_001450,PROD_04924,LOC_00008,Morning,61,2,0.0328,5.03,Completed
PROD_0145628,2023-09-04,MACH_000344,PROD_03832,LOC_00096,Night,481,3,0.0062,3.43,Completed
PROD_0201919,2023-11-13,MACH_000560,PROD_00891,LOC_00074,Evening,272,10,0.0368,5.55,Completed
PROD_0042089,2021-10-10,MACH_000968,PROD_03429,LOC_00013,Morning,248,2,0.0081,5.87,Completed
PROD_0292752,2022-11-15,MACH_000505,PROD_00416,LOC_00197,Morning,60,2,0.0333,3.22,Completed
PROD_0059439,2022-09-29,MACH_000670,PROD_01826,LOC_00160,Night,338,15,0.0444,9.29,Completed
PROD_0208721,2024-02-06,MACH_000582,PROD_03592,LOC_00147,Evening,425,1,0.0024,4.53,Completed
PROD_0206934,2023-09-03,MACH_000608,PROD_04332,LOC_00185,Morning,236,9,0.0381,8.45,Completed
PROD_0081203,2025-02-27,MACH_000138,PROD_01421,LOC_00247,Morning,408,15,0.0368,11.99,Completed
PROD_0035989,2025-10-20,MACH_001462,PROD_04124,LOC_00083,Morning,424,10,0.0236,3.24,Completed
PROD_0206229,2021-02-23,MACH_000171,PROD_04778,LOC_00149,Morning,492,10,0.0203,8.66,Completed
PROD_0194590,2023-03-15,MACH_000747,PROD_02639,LOC_00010,Morning,314,7,0.0223,2.9,Completed
PROD_0239305,2022-07-18,MACH_001388,PROD_00470,LOC_00216,Morning,346,11,0.0318,7.18,Completed
PROD_0195784,2024-04-29,MACH_001142,PROD_00981,LOC_00031,Evening,118,0,0.0,2.14,In Progress
PROD_0046696,2022-10-06,MACH_000162,PROD_01819,LOC_00113,Morning,308,4,0.013,7.79,Completed
PROD_0267162,2025-01-06,MACH_000288,PROD_04781,LOC_00137,Evening,477,7,0.0147,11.18,Completed
PROD_0084082,2025-02-16,MACH_000291,PROD_03141,LOC_00210,Morning,476,11,0.0231,9.27,Completed
PROD_0135445,2021-04-03,MACH_001120,PROD_01413,LOC_00141,Morning,148,2,0.0135,11.22,Completed
PROD_0209633,2022-04-26,MACH_000502,PROD_00532,LOC_00220,Night,434,7,0.0161,6.54,Completed
PROD_0165423,2025-06-03,MACH_000501,PROD_00630,LOC_00163,Night,443,19,0.0429,2.2,Completed
PROD_0013208,2025-02-16,MACH_001465,PROD_03834,LOC_00011,Morning,323,7,0.0217,10.45,Completed
PROD_0127177,2025-02-07,MACH_000153,PROD_01122,LOC_00009,Morning,132,5,0.0379,2.49,UNKNOWN
PROD_0004912,2025-05-06,MACH_000285,PROD_01186,LOC_00078,Evening,489,1,0.002,6.1,Completed
PROD_0042527,2025-11-16,MACH_000170,PROD_03428,LOC_00156,Evening,55,0,0.0,2.38,Completed
PROD_0045359,2026-02-09,MACH_000238,PROD_01064,LOC_00220,Night,276,4,0.0145,8.77,Completed
PROD_0151719,2024-03-05,MACH_000547,PROD_03434,LOC_00202,Evening,413,1,0.0024,4.22,Completed
PROD_0028914,2024-08-01,MACH_000843,PROD_01212,LOC_00204,Evening,208,1,0.0048,10.18,Completed
PROD_0206118,2024-11-21,MACH_001269,PROD_02222,LOC_00234,Night,357,9,0.0252,2.05,UNKNOWN
PROD_0102350,2024-05-14,MACH_000140,PROD_03224,LOC_00233,Night,302,13,0.043,8.36,Completed
PROD_0010309,2023-05-16,MACH_000875,PROD_02090,LOC_00159,Morning,213,4,0.0188,7.06,Completed
PROD_0054836,2024-01-25,MACH_000472,PROD_00610,LOC_00221,Evening,282,6,0.0213,11.43,Completed
PROD_0130501,2023-12-08,MACH_001141,PROD_04712,LOC_00049,Night,201,7,0.0348,4.63,Completed
PROD_0253738,2024-11-23,MACH_000682,PROD_02940,LOC_00221,Morning,366,12,0.0328,4.62,Completed
PROD_0040381,2021-01-16,MACH_000300,PROD_03244,LOC_00095,Morning,149,6,0.0403,8.15,Completed
PROD_0121487,2025-06-29,MACH_000368,PROD_01082,LOC_00239,Night,488,19,0.0389,7.31,Completed
PROD_0040348,2024-09-18,MACH_001030,PROD_00776,LOC_00054,Evening,118,3,0.0254,8.62,Completed
PROD_0177076,2021-09-27,MACH_001158,PROD_01786,LOC_00140,Night,290,0,0.0,6.78,Completed
PROD_0038301,2021-02-07,MACH_000585,PROD_04666,LOC_00141,Evening,68,0,0.0,8.9,Completed
PROD_0271076,2024-06-11,MACH_000208,PROD_04505,LOC_00091,Night,58,0,0.0,5.01,Completed
PROD_0287678,2024-03-26,MACH_000613,PROD_00277,LOC_00058,Night,301,0,0.0,11.7,Completed
PROD_0143120,2021-10-23,MACH_001417,PROD_01020,LOC_00017,Night,300,11,0.0367,11.57,Completed
PROD_0142662,2022-03-05,MACH_000002,PROD_04348,LOC_00163,Night,399,2,0.005,6.62,Completed
PROD_0100108,2022-06-10,MACH_000861,PROD_00183,LOC_00081,Morning,442,8,0.0181,9.15,Completed
PROD_0104643,2021-07-07,MACH_000863,PROD_04775,LOC_00162,Evening,390,0,0.0,5.64,Completed
PROD_0053019,2026-06-28,MACH_000928,PROD_02177,LOC_00047,Evening,117,2,0.0171,10.17,UNKNOWN
PROD_0021828,2022-10-04,MACH_000050,PROD_03090,LOC_00249,Night,132,3,0.0227,8.18,Completed
PROD_0171661,2023-06-22,MACH_000433,PROD_01027,LOC_00099,Morning,146,6,0.0411,2.91,Completed
PROD_0089100,2025-03-07,MACH_000966,PROD_01526,LOC_00120,Evening,367,4,0.0109,5.45,Completed
