supplier_id,supplier_name,supplier_category,country,region,performance_rating,contract_status,supplier_since
SUP_00574,Washington-Jones,Logistics Provider,Sweden,North America,2.11,Active,2022-05-20
SUP_00575,Le Group,Maintenance Provider,US,Asia Pacific,3.13,Active,2024-04-06
SUP_00576,Ellis and Sons,Logistics Provider,Sweden,Europe,1.66,Active,2022-09-04
SUP_00577,Cook-Oliver,Equipment Supplier,UK,Asia Pacific,2.11,Pending Renewal,2025-06-01
SUP_00578,Alexander-Jordan,Raw Materials,US,Latin America,1.13,Active,2025-07-11
SUP_00579,"Mccann, Taylor and Flores",Equipment Supplier,Japan,Latin America,2.25,Expired,2026-03-16
SUP_00580,Mendoza and Sons,Equipment Supplier,France,Europe,4.53,Expired,2026-04-19
SUP_00581,Carter-Neal,Raw Materials,France,Asia Pacific,2.67,Pending Renewal,2023-09-12
SUP_00582,"Casey, Nguyen and Ramirez",Professional Services,UK,Europe,2.29,Pending Renewal,2025-04-26
SUP_00583,Wilson-Elliott,Equipment Supplier,Canada,Asia Pacific,1.65,Active,2024-04-03
SUP_00584,"White, Saunders and Johnson",Raw Materials,US,Asia Pacific,1.12,Expired,2024-12-29
SUP_00585,"Clark, Salinas and Guerra",Maintenance Provider,Canada,Europe,3.93,Active,2021-05-19
SUP_00586,Chambers-Taylor,Logistics Provider,United Kingdom,North America,4.67,Active,2022-08-31
SUP_00587,Hopkins-Espinoza,Raw Materials,,Latin America,2.88,Expired,2025-05-02
SUP_00588,Cole PLC,Professional Services,Sweden,North America,2.02,Expired,2023-08-20
SUP_00589,Ferguson-Mclean,Maintenance Provider,,Latin America,1.7,Active,2025-10-11
SUP_00590,Stephens-Gibbs,Maintenance Provider,Japan,Europe,3.88,Active,2022-12-23
SUP_00591,"Wheeler, Rocha and Rodriguez",Equipment Supplier,Canada,North America,2.8,Active,2022-05-13
SUP_00592,"Kelly, Holland and Williams",Maintenance Provider,USA,Asia Pacific,3.95,Expired,2026-05-28
SUP_00593,"Lucas, Rasmussen and Rivera",Equipment Supplier,France,Asia Pacific,3.54,Active,2025-05-17
SUP_00594,Smith LLC,Technology Vendor,Japan,Europe,2.26,Active,2022-03-22
SUP_00595,"Stone, Carpenter and Johnston",Maintenance Provider,India,Asia Pacific,4.42,Active,2023-06-14
SUP_00596,Ford-Frazier,Equipment Supplier,Japan,Asia Pacific,3.78,Active,2024-10-17
SUP_00597,Cooper Inc,Professional Services,France,Asia Pacific,1.13,Active,2023-08-27
SUP_00598,Perry-Nixon,Maintenance Provider,France,Latin America,4.61,Active,2021-08-21
SUP_00599,"Thomas, Collins and Gibson",Logistics Provider,United States,Asia Pacific,3.66,Active,2022-02-19
SUP_00600,Bailey-Davis,Equipment Supplier,United States,Europe,1.0,Active,2024-12-19
SUP_00601,Flores-Evans,Maintenance Provider,Canada,Latin America,2.84,Expired,2025-06-14
SUP_00602,Johnson LLC,Equipment Supplier,Japan,Europe,2.65,Expired,2024-07-23
SUP_00603,"Marsh, Spears and Yang",Raw Materials,Germany,Latin America,1.17,Active,2023-11-02
SUP_00604,"Moore, Castro and Mullen",Maintenance Provider,,Europe,4.43,Active,2022-04-11
SUP_00605,Soto-Lopez,Technology Vendor,Germany,Asia Pacific,3.8,Expired,2024-08-11
SUP_00606,Johnson-Mendez,Maintenance Provider,United Kingdom,Asia Pacific,3.91,Active,2022-01-31
SUP_00607,"Jordan, Smith and Lewis",Logistics Provider,India,North America,3.54,Active,2022-07-13
SUP_00608,"Stokes, Brown and Garcia",Professional Services,Japan,Europe,3.16,Active,2025-10-16
SUP_00609,Diaz and Sons,Raw Materials,France,North America,2.88,Active,2023-07-07
SUP_00610,Lambert-Burns,Equipment Supplier,Germany,North America,1.91,Active,2026-04-22
SUP_00611,Harper-Carr,Equipment Supplier,US,Latin America,4.61,Expired,2024-03-23
SUP_00612,Bell-Ellis,Maintenance Provider,USA,North America,2.36,Pending Renewal,2021-12-13
SUP_00613,"Mccarthy, Evans and Mendez",Professional Services,India,Asia Pacific,4.35,Active,2021-06-20
SUP_00614,Edwards and Sons,Equipment Supplier,Sweden,Asia Pacific,4.98,Expired,2022-09-05
SUP_00615,Brooks and Sons,Professional Services,India,North America,2.01,Active,2023-10-22
SUP_00616,Carlson-Andrews,Professional Services,Sweden,North America,1.38,Pending Renewal,2023-04-29
SUP_00617,Reid-Steele,Raw Materials,Sweden,Asia Pacific,1.26,Pending Renewal,2024-07-18
SUP_00618,Peters Group,Logistics Provider,Japan,North America,4.64,Active,2022-08-03
SUP_00619,Edwards Group,Equipment Supplier,India,North America,4.57,Active,2024-05-27
SUP_00620,Crane-Washington,Equipment Supplier,Japan,North America,2.78,Expired,2022-01-27
SUP_00621,Maynard-Wagner,Logistics Provider,Germany,Latin America,1.42,Active,2023-09-20
SUP_00622,"Vasquez, Mckinney and Wallace",Maintenance Provider,UK,Asia Pacific,2.05,Active,2021-12-02
SUP_00623,"Johnson, Juarez and Carter",Raw Materials,Germany,Asia Pacific,3.03,Active,2022-07-06
SUP_00624,"Roberts, Norman and Cunningham",Raw Materials,France,Europe,1.01,Active,2025-03-30
SUP_00625,Dunn-Wilson,Equipment Supplier,France,Europe,1.56,Active,2021-08-18
SUP_00626,"Morrow, Richardson and Carson",Professional Services,US,North America,2.89,Active,2021-03-25
SUP_00627,"Alexander, Robinson and Coleman",Professional Services,France,Asia Pacific,2.9,Active,2025-01-16
SUP_00628,"Potter, Evans and Kidd",Raw Materials,United Kingdom,Europe,1.03,Active,2023-06-22
SUP_00629,Atkins-Miller,Logistics Provider,Germany,Latin America,2.14,Active,2025-10-02
SUP_00630,Rowe and Sons,Maintenance Provider,United Kingdom,North America,2.59,Active,2022-02-26
SUP_00631,"Matthews, Bell and Page",Professional Services,United States,North America,2.14,Expired,2024-06-23
SUP_00632,Jensen and Sons,Equipment Supplier,UK,Asia Pacific,3.03,Expired,2025-06-20
SUP_00633,Hudson PLC,Equipment Supplier,UK,Latin America,1.18,Active,2022-07-18
SUP_00634,"Jackson, Werner and Carter",Professional Services,India,Europe,2.58,Active,2024-02-23
SUP_00635,"Duke, Shelton and Davis",Professional Services,Sweden,Latin America,3.86,Active,2026-04-16
SUP_00636,Sellers-Riddle,Professional Services,Japan,North America,3.87,Pending Renewal,2025-10-06
SUP_00637,Miles and Sons,Raw Materials,United Kingdom,Latin America,3.55,Active,2022-05-16
SUP_00638,"Morris, Wright and Bridges",Raw Materials,,Asia Pacific,3.42,Active,2023-02-27
SUP_00639,Ray LLC,Maintenance Provider,Canada,Latin America,4.2,Active,2024-06-13
SUP_00640,Hayes-Schultz,Logistics Provider,United Kingdom,Asia Pacific,3.2,Pending Renewal,2025-11-01
SUP_00641,Powell Ltd,Equipment Supplier,Sweden,Europe,2.42,Pending Renewal,2022-07-13
SUP_00642,Gibson-Freeman,Raw Materials,India,North America,3.59,Expired,2024-03-13
SUP_00643,"Davis, Stanton and Reid",Maintenance Provider,United Kingdom,Europe,,Pending Renewal,2024-10-30
SUP_00644,Flynn Group,Logistics Provider,USA,Asia Pacific,1.69,Active,2022-03-13
SUP_00645,Summers-Simpson,Professional Services,UK,Europe,1.27,Active,2022-10-10
SUP_00646,Morgan-Lane,Raw Materials,Japan,Europe,3.78,Active,2024-02-10
SUP_00647,Kramer-Shannon,Professional Services,Germany,North America,2.6,Pending Renewal,2025-03-10
SUP_00648,Garcia Group,Raw Materials,France,North America,3.92,Active,2021-02-02
SUP_00649,Alexander Inc,Maintenance Provider,Sweden,North America,4.41,Active,2026-06-13
SUP_00650,Harris-Barker,Raw Materials,UK,Asia Pacific,2.23,Expired,2021-09-22
SUP_00651,"Turner, Baxter and Mcdowell",Technology Vendor,Sweden,Latin America,2.54,Active,2021-07-07
SUP_00652,Wright-Watson,Raw Materials,Sweden,Asia Pacific,2.72,Active,2025-12-19
SUP_00653,Williams Ltd,Technology Vendor,Japan,Latin America,2.48,Active,2022-09-05
SUP_00654,"Fischer, Patterson and Davis",Technology Vendor,Sweden,North America,1.67,Active,2021-07-10
SUP_00655,Woods and Sons,Raw Materials,Sweden,North America,,Active,2024-04-05
SUP_00656,"Frazier, Smith and Dominguez",Logistics Provider,UK,Europe,2.52,Active,2025-06-28
SUP_00657,Benson-Woods,Equipment Supplier,India,Asia Pacific,2.64,Active,2022-04-05
SUP_00658,Cross Inc,Professional Services,France,Latin America,3.12,Expired,2021-07-27
SUP_00659,Ibarra-Taylor,Maintenance Provider,Japan,Latin America,2.82,Active,2025-04-01
SUP_00660,May Ltd,Professional Services,United Kingdom,Europe,1.91,Pending Renewal,2021-10-14
SUP_00661,"Elliott, Bishop and Martin",Professional Services,Germany,Asia Pacific,2.54,Active,2022-12-06
SUP_00662,Fuller and Sons,Equipment Supplier,France,Asia Pacific,1.64,Active,2026-01-20
SUP_00663,"Parks, Heath and Miller",Professional Services,Germany,North America,2.16,Pending Renewal,2021-07-21
SUP_00664,Lawrence Group,Technology Vendor,United Kingdom,North America,2.5,Active,2022-12-07
SUP_00665,Edwards-Taylor,Technology Vendor,France,Latin America,4.31,Pending Renewal,2022-07-10
SUP_00666,Wright PLC,Maintenance Provider,,Asia Pacific,2.56,Active,2024-04-18
SUP_00667,"Mitchell, Pugh and Johnson",Logistics Provider,Japan,Europe,4.92,Active,2025-08-27
SUP_00668,Harris-Lawson,Professional Services,UK,Europe,4.05,Expired,2022-01-14
SUP_00669,Phillips-Brown,Technology Vendor,Germany,Asia Pacific,4.31,Active,2025-12-07
SUP_00670,Simpson Inc,Professional Services,Canada,North America,2.37,Active,2022-04-29
SUP_00671,"Wheeler, Rice and Levine",Logistics Provider,Sweden,Asia Pacific,2.39,Active,2026-06-03
SUP_00672,Anderson-Valencia,Equipment Supplier,Japan,North America,1.6,Expired,2024-02-15
SUP_00673,Payne-Thompson,Professional Services,Sweden,Asia Pacific,4.98,Expired,2023-08-03
SUP_00674,Smith Inc,Raw Materials,Japan,Europe,4.17,Active,2021-01-28
SUP_00675,Williams Inc,Logistics Provider,India,North America,4.41,Active,2026-03-19
SUP_00676,Hunter-Fuller,Equipment Supplier,France,Asia Pacific,4.64,Active,2023-10-03
SUP_00677,Henderson-Morales,Logistics Provider,United Kingdom,Asia Pacific,1.15,Active,2024-07-08
SUP_00678,"Jensen, Ramirez and Collins",Professional Services,India,Latin America,4.18,Active,2023-10-23
SUP_00679,Mccann and Sons,Logistics Provider,France,Europe,4.88,Pending Renewal,2023-12-12
SUP_00680,Willis-Hines,Logistics Provider,Canada,Latin America,2.93,Expired,2024-07-27
SUP_00681,"Jones, Hale and Blair",Technology Vendor,India,Asia Pacific,2.97,Active,2025-08-26
SUP_00682,Sanchez Group,Equipment Supplier,France,Latin America,3.05,Active,2021-08-21
SUP_00683,"Lynch, Parker and Harmon",Equipment Supplier,Canada,North America,4.58,Active,2025-01-25
SUP_00684,Smith and Sons,Logistics Provider,Sweden,Asia Pacific,4.23,Active,2024-11-08
SUP_00685,Crawford LLC,Logistics Provider,India,North America,1.01,Active,2023-11-16
SUP_00686,"Green, Watson and Brady",Equipment Supplier,United States,Latin America,2.25,Active,2025-10-19
SUP_00687,"Tanner, Wise and Johnson",Maintenance Provider,UK,North America,,Active,2025-06-08
SUP_00688,Warren-Baker,Maintenance Provider,Canada,Latin America,3.75,Active,2026-05-10
SUP_00689,"Jones, Gibson and Ward",Technology Vendor,France,Europe,3.53,Active,2023-09-30
SUP_00690,"Jackson, Moore and Ayala",Raw Materials,Sweden,Europe,2.12,Active,2025-11-29
SUP_00691,"Sharp, Perez and Hicks",Equipment Supplier,,Europe,4.99,Active,2021-03-30
SUP_00692,Sanchez Group,Maintenance Provider,United States,Latin America,1.06,Active,2023-01-01
SUP_00693,White Inc,Raw Materials,USA,North America,1.28,Active,2024-01-15
SUP_00694,"Yang, Barnes and Morris",Logistics Provider,Japan,North America,,Expired,2023-04-16
SUP_00695,"Flores, Mckenzie and Duncan",Technology Vendor,,Asia Pacific,1.42,Active,2021-08-28
SUP_00696,"Winters, White and Brock",Maintenance Provider,Canada,Europe,2.63,Active,2026-05-23
SUP_00697,Jones-Marshall,Equipment Supplier,France,Asia Pacific,,Active,2022-07-21
SUP_00698,Murphy-Tran,Technology Vendor,United Kingdom,North America,1.02,Active,2021-01-16
SUP_00699,Carter LLC,Technology Vendor,France,Latin America,1.31,Active,2025-01-23
SUP_00700,Marshall PLC,Maintenance Provider,Canada,Latin America,1.2,Active,2026-05-04
SUP_00701,Oconnor PLC,Logistics Provider,UK,Latin America,4.45,Active,2025-03-06
SUP_00702,Hernandez Group,Maintenance Provider,India,Europe,2.06,Active,2021-02-17
SUP_00703,"Reed, Franco and Wiley",Raw Materials,India,North America,,Active,2026-03-23
SUP_00704,Blake Group,Equipment Supplier,United Kingdom,North America,2.43,Active,2025-08-31
SUP_00705,"Parker, Harris and Bird",Raw Materials,,Asia Pacific,3.88,Expired,2023-04-23
SUP_00706,Kaufman and Sons,Logistics Provider,Canada,Europe,3.5,Active,2024-11-28
SUP_00707,Williams and Sons,Maintenance Provider,Japan,Europe,2.85,Active,2025-12-05
SUP_00708,"Gutierrez, Huang and Ellis",Maintenance Provider,United Kingdom,Latin America,3.25,Active,2025-02-09
SUP_00709,"Davis, Anderson and Wilkins",Technology Vendor,Germany,Asia Pacific,2.61,Active,2021-05-31
SUP_00710,"Brown, Bates and Anderson",Technology Vendor,Canada,Europe,,Active,2022-08-09
SUP_00711,Howe-Long,Raw Materials,USA,Asia Pacific,1.0,Active,2025-07-27
SUP_00712,Stewart-Nelson,Maintenance Provider,Canada,Europe,3.83,Active,2021-05-30
SUP_00713,Taylor PLC,Raw Materials,Canada,Latin America,2.36,Pending Renewal,2021-08-07
SUP_00714,Martin Group,Logistics Provider,Japan,North America,,Active,2022-09-22
SUP_00715,Herrera and Sons,Equipment Supplier,Germany,North America,4.47,Active,2023-06-26
SUP_00716,Baker-Wilson,Equipment Supplier,Canada,Asia Pacific,2.74,Pending Renewal,2021-11-13
SUP_00717,"Torres, Bush and Morrison",Logistics Provider,Japan,Latin America,3.7,Active,2022-03-08
SUP_00718,Hernandez-Dawson,Professional Services,India,Europe,2.55,Active,2026-04-27
SUP_00719,Palmer-Byrd,Technology Vendor,Japan,Asia Pacific,1.56,Active,2022-06-06
SUP_00720,Johnson Group,Professional Services,Germany,North America,4.86,Expired,2025-09-11
SUP_00721,"Adkins, Wright and Murray",Raw Materials,US,Latin America,2.19,Active,2025-06-01
SUP_00722,Martinez Inc,Logistics Provider,Germany,Asia Pacific,5.0,Active,2025-07-24
SUP_00723,Anderson Group,Logistics Provider,France,Latin America,4.46,Active,2023-01-17
SUP_00724,"Pace, Miller and Willis",Maintenance Provider,Japan,Europe,4.08,Active,2026-01-15
SUP_00725,Johnson Inc,Professional Services,India,North America,2.67,Expired,2022-02-01
SUP_00726,"Ramos, Anderson and Stein",Raw Materials,India,Europe,3.63,Active,2025-07-22
SUP_00727,Martinez-Dunlap,Raw Materials,Japan,Europe,4.18,Expired,2021-04-12
SUP_00728,"Hamilton, Ramsey and Crawford",Raw Materials,UK,Europe,1.55,Active,2023-02-07
SUP_00729,Thompson-Lewis,Logistics Provider,Canada,Asia Pacific,4.9,Active,2022-01-11
SUP_00730,Griffin-Hernandez,Maintenance Provider,,Latin America,1.8,Expired,2024-05-16
SUP_00731,"Sanchez, Phillips and Jenkins",Equipment Supplier,Sweden,Asia Pacific,3.67,Expired,2024-01-10
SUP_00732,Miller Group,Professional Services,France,Europe,2.07,Expired,2021-10-03
SUP_00733,Day PLC,Professional Services,France,North America,4.64,Expired,2022-05-15
SUP_00734,"Norton, Mayo and Casey",Maintenance Provider,US,Latin America,2.65,Active,2022-12-22
SUP_00735,"Harrington, Cooper and Cunningham",Raw Materials,India,Europe,4.62,Active,2022-10-08
SUP_00736,White-Flores,Raw Materials,UK,Asia Pacific,4.85,Active,2022-03-16
SUP_00737,Brown-Frey,Logistics Provider,France,North America,2.82,Active,2023-11-29
SUP_00738,"Key, Dickson and Garcia",Logistics Provider,United States,Latin America,4.9,Active,2024-08-10
SUP_00739,Ferguson-Moody,Equipment Supplier,UK,Europe,2.53,Active,2025-01-18
SUP_00740,Johnston Group,Professional Services,UK,Europe,2.37,Active,2022-12-13
SUP_00741,Thompson PLC,Raw Materials,India,Latin America,2.49,Active,2022-09-30
SUP_00742,"Wolfe, Sloan and Johnson",Logistics Provider,Germany,North America,3.19,Expired,2024-11-06
SUP_00743,"Elliott, Hart and Lopez",Equipment Supplier,Germany,North America,4.32,Active,2026-06-05
SUP_00744,Weaver-Thompson,Professional Services,Japan,Latin America,2.59,Active,2021-03-18
SUP_00745,Hall and Sons,Raw Materials,Germany,North America,4.75,Active,2021-02-09
SUP_00746,Smith-Hardin,Logistics Provider,UK,Asia Pacific,2.9,Active,2022-02-09
SUP_00747,Peterson and Sons,Raw Materials,Canada,Latin America,1.96,Active,2026-01-18
SUP_00748,Brown-Hernandez,Equipment Supplier,Sweden,Europe,4.85,Active,2024-11-14
SUP_00749,Schroeder PLC,Equipment Supplier,USA,North America,3.9,Active,2025-09-23
SUP_00750,Brooks Ltd,Raw Materials,USA,Europe,4.13,Active,2023-03-05
SUP_00751,Rogers LLC,Professional Services,Germany,North America,3.11,Pending Renewal,2021-10-01
SUP_00752,Oconnor Group,Equipment Supplier,India,Latin America,2.04,Active,2025-05-08
SUP_00753,Banks-Thompson,Maintenance Provider,Sweden,Europe,2.88,Expired,2026-04-28
SUP_00754,"Preston, Austin and Kelly",Technology Vendor,US,Europe,,Pending Renewal,2024-08-28
SUP_00755,Gray Ltd,Raw Materials,Sweden,Latin America,2.79,Active,2024-10-13
SUP_00756,Thompson Inc,Equipment Supplier,Canada,Europe,4.04,Active,2026-03-19
SUP_00757,"Myers, Gamble and Sanford",Maintenance Provider,Canada,North America,1.3,Active,2021-03-06
SUP_00758,"Flores, Lamb and Carr",Technology Vendor,France,Europe,3.19,Active,2024-07-07
SUP_00759,Zuniga and Sons,Equipment Supplier,India,Europe,1.66,Active,2022-10-27
SUP_00760,Young LLC,Equipment Supplier,Sweden,North America,3.7,Active,2021-12-03
SUP_00761,Underwood Ltd,Technology Vendor,Germany,North America,4.42,Active,2024-07-06
SUP_00762,Griffin-Baker,Logistics Provider,France,North America,4.81,Pending Renewal,2022-05-16
SUP_00763,Bell Inc,Technology Vendor,Japan,Asia Pacific,3.09,Active,2024-12-16
SUP_00764,Cruz Ltd,Technology Vendor,,North America,3.37,Active,2023-04-22
SUP_00765,Wilkerson Group,Technology Vendor,France,Europe,1.06,Expired,2025-11-04
SUP_00766,Payne-Garcia,Professional Services,United Kingdom,Asia Pacific,4.77,Pending Renewal,2023-08-20
SUP_00767,"Curtis, Mcdaniel and Martin",Technology Vendor,UK,Latin America,4.87,Active,2021-05-28
SUP_00768,Phillips LLC,Maintenance Provider,Canada,Latin America,3.87,Active,2022-06-08
SUP_00769,Jones and Sons,Raw Materials,United States,Asia Pacific,1.65,Active,2025-11-17
SUP_00770,Dennis PLC,Maintenance Provider,France,North America,3.41,Expired,2026-03-05
SUP_00771,Morgan PLC,Logistics Provider,Sweden,North America,4.7,Active,2025-11-27
SUP_00772,"Johnson, Dunlap and Martin",Technology Vendor,Germany,North America,2.29,Expired,2025-11-20
SUP_00773,Brown LLC,Equipment Supplier,Japan,Latin America,2.02,Active,2022-02-17
SUP_00774,Ortiz PLC,Logistics Provider,UK,Asia Pacific,3.65,Active,2024-12-19
SUP_00775,"Fernandez, Guerrero and Evans",Equipment Supplier,United States,Europe,,Active,2021-07-12
SUP_00776,Armstrong-Larsen,Raw Materials,US,North America,3.54,Active,2021-11-05
SUP_00777,Smith-Miller,Equipment Supplier,France,Asia Pacific,4.8,Active,2025-07-11
SUP_00778,"Greene, Gonzalez and Johnson",Technology Vendor,France,North America,4.97,Active,2021-12-09
SUP_00779,Rowland-Wells,Technology Vendor,UK,Asia Pacific,3.63,Active,2021-08-20
SUP_00780,Ruiz-Jacobson,Professional Services,Canada,Europe,4.9,Active,2022-06-16
SUP_00781,"Stephens, Lopez and Mcclure",Raw Materials,Germany,Asia Pacific,1.16,Active,2023-01-12
SUP_00782,Williams-Gonzales,Technology Vendor,USA,Europe,3.72,Active,2022-06-13
SUP_00783,Elliott-Hernandez,Equipment Supplier,Sweden,North America,3.25,Active,2024-10-29
SUP_00784,Miller LLC,Equipment Supplier,Sweden,Europe,10.0,Active,2025-06-10
SUP_00785,Arellano-Lawrence,Technology Vendor,India,Asia Pacific,4.57,Active,2024-01-16
SUP_00786,Cardenas-Barnes,Technology Vendor,Sweden,Asia Pacific,4.56,Active,2023-12-11
SUP_00787,Armstrong-Young,Raw Materials,,North America,2.18,Active,2022-08-23
SUP_00788,Orr-Klein,Maintenance Provider,France,Latin America,1.28,Active,2023-10-05
SUP_00789,"Mcbride, Byrd and Oliver",Professional Services,India,Asia Pacific,2.84,Active,2021-08-30
SUP_00790,Thompson-Joyce,Professional Services,Germany,Latin America,3.91,Expired,2026-05-05
SUP_00791,Martinez Group,Logistics Provider,Japan,Europe,1.61,Expired,2021-06-07
SUP_00792,"Graham, Osborn and Burton",Logistics Provider,India,North America,2.7,Active,2025-08-01
SUP_00793,Flores-Acosta,Maintenance Provider,France,North America,3.13,Active,2025-06-08
SUP_00794,Hughes Group,Maintenance Provider,Sweden,Europe,10.0,Pending Renewal,2024-01-13
SUP_00795,Stone-Stark,Maintenance Provider,India,Asia Pacific,1.04,Active,2021-01-25
SUP_00796,"Dean, Mills and Barnes",Maintenance Provider,Japan,Asia Pacific,3.92,Pending Renewal,2023-04-12
SUP_00797,Knight PLC,Logistics Provider,France,Asia Pacific,3.97,Expired,2025-03-02
SUP_00798,Buckley PLC,Technology Vendor,India,Europe,4.58,Expired,2025-04-13
SUP_00799,Dillon-Beard,Equipment Supplier,Japan,Asia Pacific,1.73,Active,2025-10-28
SUP_00800,Reyes-Washington,Maintenance Provider,Germany,Asia Pacific,2.62,Active,2024-05-06
SUP_00801,Jackson Group,Maintenance Provider,France,North America,3.36,Active,2021-10-16
SUP_00802,"Becker, Morales and Foster",Technology Vendor,Germany,Asia Pacific,3.84,Active,2025-10-30
SUP_00803,"Young, Reese and Mccall",Raw Materials,India,Europe,,Active,2025-12-05
SUP_00804,Morgan LLC,Raw Materials,France,North America,3.41,Active,2022-09-16
SUP_00805,Garrison-Cohen,Professional Services,US,Asia Pacific,3.24,Expired,2026-05-05
SUP_00806,Taylor Ltd,Equipment Supplier,India,North America,2.48,Pending Renewal,2023-06-08
SUP_00807,Adams-Butler,Equipment Supplier,Japan,Europe,4.21,Active,2024-07-18
SUP_00808,Alexander Group,Professional Services,Canada,Asia Pacific,4.45,Active,2025-01-26
SUP_00809,"Camacho, Nicholson and Robertson",Professional Services,Germany,North America,1.57,Active,2021-11-15
SUP_00810,Mckinney-Powell,Professional Services,Sweden,Latin America,4.43,Active,2025-04-15
SUP_00811,"Suarez, Johnson and Lee",Professional Services,Sweden,Latin America,,Active,2025-07-29
SUP_00812,Wright Group,Logistics Provider,Germany,Europe,4.14,Active,2021-04-12
SUP_00813,Bush-Hill,Equipment Supplier,Canada,North America,4.13,Active,2025-07-10
SUP_00814,"Sanders, Leblanc and Maldonado",Raw Materials,France,Europe,4.88,Active,2022-05-01
SUP_00815,Wheeler-Thompson,Equipment Supplier,Sweden,Latin America,3.0,Active,2025-10-13
SUP_00816,"Arnold, Cooper and Monroe",Equipment Supplier,US,North America,2.72,Active,2022-06-03
SUP_00817,"Davis, Johnson and Williams",Professional Services,Japan,Europe,4.85,Active,2025-09-09
SUP_00818,Vincent Ltd,Equipment Supplier,Germany,Latin America,4.52,Expired,2022-03-28
SUP_00819,Adams Group,Logistics Provider,,Latin America,2.16,Expired,2023-10-27
SUP_00820,"Smith, Buck and Holland",Professional Services,Germany,North America,,Active,2024-04-20
SUP_00821,Walker PLC,Technology Vendor,India,Asia Pacific,4.33,Pending Renewal,2025-06-04
SUP_00822,Marquez-Fletcher,Logistics Provider,Canada,Latin America,1.75,Active,2022-07-07
SUP_00823,York-Stevens,Professional Services,UK,Asia Pacific,2.41,Active,2022-03-14
SUP_00824,Byrd-Holloway,Raw Materials,US,North America,4.51,Active,2023-03-08
SUP_00825,Smith Ltd,Raw Materials,Japan,Asia Pacific,2.14,Active,2026-04-23
SUP_00826,Hoffman-Wheeler,Professional Services,Germany,Europe,1.29,Active,2022-07-22
SUP_00827,"Rodriguez, Brown and Mcneil",Raw Materials,India,Latin America,3.57,Active,2024-07-09
SUP_00828,Green-Dawson,Maintenance Provider,India,Asia Pacific,4.12,Expired,2025-11-26
SUP_00829,Lopez-Holmes,Logistics Provider,UK,Latin America,2.11,Active,2022-04-28
SUP_00830,Trujillo PLC,Raw Materials,Canada,North America,1.05,Active,2023-03-22
SUP_00831,Becker-Griffith,Technology Vendor,Canada,North America,4.88,Active,2024-08-07
SUP_00832,Green-Barnes,Professional Services,France,North America,1.76,Active,2023-02-18
SUP_00833,Aguilar PLC,Raw Materials,US,Asia Pacific,2.59,Active,2025-06-25
SUP_00834,Barber-Walker,Raw Materials,Canada,Europe,3.96,Active,2023-12-09
SUP_00835,Knox-Powers,Maintenance Provider,Japan,Europe,4.87,Active,2023-10-15
SUP_00836,Pittman PLC,Professional Services,India,Asia Pacific,4.7,Active,2021-12-30
SUP_00837,Ruiz Ltd,Logistics Provider,USA,Europe,3.4,Active,2022-06-03
SUP_00838,"Hines, White and Frazier",Maintenance Provider,India,Europe,3.57,Active,2022-11-05
SUP_00839,Walker and Sons,Equipment Supplier,France,Asia Pacific,3.7,Active,2025-02-01
SUP_00840,Fisher-Eaton,Raw Materials,Japan,Europe,3.1,Active,2023-01-16
SUP_00841,"Carter, York and Ruiz",Logistics Provider,Canada,North America,4.79,Active,2025-10-04
SUP_00842,"Carpenter, Oliver and Kennedy",Equipment Supplier,Canada,North America,3.95,Expired,2022-01-26
SUP_00843,Dillon Group,Maintenance Provider,Germany,Latin America,3.5,Active,2023-11-29
SUP_00844,Brown-Dickerson,Raw Materials,United Kingdom,Latin America,1.06,Active,2021-10-03
SUP_00845,Cooper PLC,Logistics Provider,US,North America,4.76,Active,2025-11-27
SUP_00846,Thomas-Huffman,Maintenance Provider,USA,North America,1.75,Active,2021-12-28
SUP_00847,Freeman Ltd,Raw Materials,Japan,Europe,2.99,Active,2026-06-03
SUP_00848,Walters-Smith,Logistics Provider,Canada,Asia Pacific,3.99,Pending Renewal,2022-07-03
SUP_00849,Johnston and Sons,Logistics Provider,Sweden,Asia Pacific,2.74,Active,2023-09-10
SUP_00850,Anderson Group,Logistics Provider,Canada,Asia Pacific,3.45,Active,2024-06-24
SUP_00851,Patterson-Woods,Logistics Provider,Canada,Europe,1.82,Active,2021-01-10
SUP_00852,"Gonzalez, Watson and Smith",Logistics Provider,UK,Asia Pacific,1.05,Active,2022-10-09
SUP_00853,"Lee, Rhodes and Sims",Professional Services,US,Europe,1.31,Pending Renewal,2022-05-15
SUP_00854,"Wiley, Collins and Garcia",Technology Vendor,,North America,3.93,Active,2023-10-07
SUP_00855,Jackson-Colon,Technology Vendor,Germany,Latin America,2.49,Active,2022-08-22
SUP_00856,Bryant-Meyer,Equipment Supplier,Canada,Europe,2.97,Active,2023-11-18
SUP_00857,Barron-Cowan,Equipment Supplier,Japan,Europe,3.47,Active,2022-11-19
SUP_00858,Howard-Lopez,Maintenance Provider,,Asia Pacific,2.17,Expired,2026-03-17
SUP_00859,Smith-Walker,Professional Services,United States,North America,3.34,Active,2026-05-30
SUP_00860,Gross PLC,Logistics Provider,USA,Latin America,4.66,Expired,2023-10-10
SUP_00861,Richardson Ltd,Equipment Supplier,,Latin America,2.82,Active,2025-05-09
SUP_00862,Mcdowell-Scott,Logistics Provider,,Asia Pacific,4.33,Active,2023-12-09
